L,ratio,cfg,mc_step,m2,m4,U,avg_segments_per_site
24,0.99,0,0,0.43232254601362652,0.19220347566968657,0.98581965508900671,15
24,0.9900000000000001,1,5,0.37354948469315635,0.1560962242374406,0.94067256855158021,14.916666666666666
24,0.9900000000000001,2,10,0.22470620335002017,0.098509464943730432,0.52452118804619552,15.083333333333332
24,0.9900000000000001,3,15,0.14873907912682227,0.040374224495291267,0.5875185987800009,16.666666666666664
24,0.9900000000000001,4,20,0.23191444357044033,0.063580702449315976,0.90892889143699163,16.5
24,0.9900000000000001,5,25,0.41878869240994415,0.17882500594657566,0.99018998977524975,17.25
24,0.9900000000000001,6,30,0.24965627005574015,0.067672234610901758,0.95713034490567939,16.916666666666664
24,0.9900000000000001,7,35,0.2100132450574298,0.059264785614246217,0.82814840748685392,17.166666666666664
24,0.9900000000000001,8,40,0.33540526641920027,0.17902686663897757,0.70430164533823181,15.25
24,0.9900000000000001,9,45,0.32728283731822827,0.11317319148520205,0.97171642951983184,16
24,0.9900000000000001,10,50,0.44103253810830517,0.19855006297821737,0.9896139798816892,16.833333333333332
24,0.9900000000000001,11,55,0.12959447375755087,0.031120737905572758,0.57349679631694417,17.083333333333332
24,0.9900000000000001,12,60,0.063330588220063627,0.0091706873368197998,0.35674042415597812,17.833333333333332
24,0.9900000000000001,13,65,0.19729648275991854,0.06774975744779356,0.62975995704191501,15.583333333333332
24,0.9900000000000001,14,70,0.3474209841896071,0.13132562971064191,0.9559893476207596,17.916666666666664
24,0.9900000000000001,15,75,0.31314494156083694,0.1043193633886092,0.96808268080944526,17.25
24,0.9900000000000001,16,80,0.43890295647236116,0.19592573352672299,0.99146075589861182,18.25
24,0.9900000000000001,17,85,0.26667408717547969,0.080310683778457889,0.93534693021805426,16.75
24,0.9900000000000001,18,90,0.46913354891808157,0.22212813420764155,0.99536125690156985,15.5
24,0.9900000000000001,19,95,0.47234467314498846,0.22635643491927784,0.99272342770534727,16.166666666666664
24,0.9900000000000001,20,100,0.22164629835025085,0.055787775288167675,0.93220955222032176,17.5
24,0.9900000000000001,21,105,0.46510877121747696,0.21900249784046394,0.99381413541269747,16.75
24,0.9900000000000001,22,110,0.27947120038293621,0.084348486513358342,0.96002559068567372,17.416666666666664
24,0.9900000000000001,23,115,0.45348106305495928,0.2083326307885161,0.99346554678017873,16.666666666666664
24,0.9900000000000001,24,120,0.13322263659198139,0.040970565981463029,0.34578711326001244,17.166666666666664
24,0.9900000000000001,25,125,0.56657347343313069,0.32239941652150489,0.99782882891421354,15.916666666666666
